"PCC","AverageWeight","Year"
"32201400",5,"2010"
"33204330",NA,"1997"
"33204330",NA,"1996"
"33204330",NA,"1995"
"33204330",NA,"1994"
"33203310",NA,"2003"
"33203310",NA,"2002"
"33203310",NA,"2001"
"33203310",NA,"2000"
"33203310",NA,"1999"
"33203310",NA,"1998"
"33204330",NA,"2000"
"33101210",NA,"2000"
"33201235",NA,"1994"
"33101230",NA,"1996"
"33101230",NA,"1995"
"33101230",NA,"1994"
"33101230",NA,"1993"
"33101210",NA,"2007"
"33101210",NA,"2006"
"33101210",NA,"2005"
"33101210",NA,"2004"
"33101210",NA,"2003"
"33101230",NA,"1998"
"33101210",NA,"2001"
"33101230",NA,"1999"
"33101210",NA,"1999"
"33101210",NA,"1998"
"33101210",NA,"1997"
"33101210",NA,"1996"
"33101210",NA,"1995"
"33101210",NA,"1994"
"33101210",NA,"1993"
"33101210",NA,"2002"
"33101330",NA,"2000"
"33201215",NA,"2006"
"32303279",NA,"2007"
"33201215",NA,"2004"
"33201215",NA,"2003"
"33201215",NA,"2001"
"33201215",NA,"2000"
"33201215",NA,"1999"
"33201215",NA,"1998"
"33201215",NA,"1994"
"33101330",NA,"2003"
"33101230",NA,"1997"
"33101330",NA,"2001"
"33204530",NA,"1995"
"33101330",NA,"1999"
"33101330",NA,"1998"
"33101230",NA,"2007"
"33101230",NA,"2006"
"33101230",NA,"2005"
"33101230",NA,"2004"
"33101230",NA,"2003"
"33101230",NA,"2002"
"33101230",NA,"2001"
"33101230",NA,"2000"
"33101330",NA,"2002"
"33205239",NA,"1995"
"33204400",NA,"2002"
"33205239",NA,"2006"
"33205239",NA,"2005"
"33205239",NA,"2004"
"33205239",NA,"2003"
"33205239",NA,"2002"
"33205239",NA,"2001"
"33205239",NA,"2000"
"33205239",NA,"1999"
"33205239",NA,"1998"
"33205271",NA,"1993"
"33205239",NA,"1996"
"33205271",NA,"1994"
"33205239",NA,"1994"
"33205239",NA,"1993"
"33205235",NA,"2007"
"33205235",NA,"2006"
"33205235",NA,"2005"
"33205235",NA,"2004"
"33205235",NA,"2003"
"33205235",NA,"2002"
"33205235",NA,"2001"
"33205235",NA,"2000"
"33205239",NA,"1997"
"33205271",NA,"2005"
"33205283",NA,"2002"
"33205283",NA,"2001"
"33205283",NA,"2000"
"33205283",NA,"1999"
"33205283",NA,"1998"
"33205283",NA,"1997"
"33205283",NA,"1996"
"33205283",NA,"1995"
"33205283",NA,"1994"
"33205283",NA,"1993"
"33205239",NA,"2007"
"33205271",NA,"2006"
"33205235",NA,"1997"
"33205271",NA,"2004"
"33205271",NA,"2003"
"33205271",NA,"2002"
"33205271",NA,"2001"
"33205271",NA,"2000"
"33205271",NA,"1999"
"33205271",NA,"1998"
"33205271",NA,"1997"
"33205271",NA,"1996"
"33205271",NA,"1995"
"33205271",NA,"2007"
"33204555",NA,"2003"
"33205135",NA,"2001"
"33205135",NA,"2000"
"33205135",NA,"1999"
"33205135",NA,"1998"
"33205135",NA,"1997"
"33205135",NA,"1996"
"33205135",NA,"1995"
"33205135",NA,"1994"
"33204555",NA,"2007"
"33204555",NA,"2006"
"33205235",NA,"1999"
"33204555",NA,"2004"
"33205135",NA,"2004"
"33204555",NA,"2002"
"33204555",NA,"2001"
"33204555",NA,"2000"
"33204555",NA,"1999"
"33204555",NA,"1998"
"33204555",NA,"1997"
"33204555",NA,"1996"
"33204555",NA,"1995"
"33204555",NA,"1994"
"33201215",NA,"2005"
"33204555",NA,"2005"
"33205175",NA,"2001"
"33204400",NA,"2003"
"33205235",NA,"1996"
"33205235",NA,"1995"
"33205235",NA,"1994"
"33205235",NA,"1993"
"33205179",NA,"1994"
"33205175",NA,"2007"
"33205175",NA,"2006"
"33205175",NA,"2005"
"33205175",NA,"2004"
"33205135",NA,"2002"
"33205175",NA,"2002"
"33205135",NA,"2003"
"33205175",NA,"2000"
"33205175",NA,"1999"
"33205175",NA,"1998"
"33205175",NA,"1997"
"33205175",NA,"1996"
"33205175",NA,"1995"
"33205175",NA,"1994"
"33205135",NA,"2007"
"33205135",NA,"2006"
"33205135",NA,"2005"
"33205235",NA,"1998"
"33205175",NA,"2003"
"32304235",NA,"1993"
"32304100",NA,"1997"
"32304235",NA,"2004"
"32304235",NA,"2003"
"32304235",NA,"2002"
"32304235",NA,"2001"
"32304235",NA,"2000"
"32304235",NA,"1999"
"32304235",NA,"1998"
"32304235",NA,"1997"
"32304235",NA,"1996"
"32304235",NA,"2006"
"32304235",NA,"1994"
"32304235",NA,"2007"
"32304100",NA,"2007"
"32304100",NA,"2006"
"32304100",NA,"2005"
"32304100",NA,"2004"
"32304100",NA,"2003"
"32304100",NA,"2002"
"32304100",NA,"2001"
"32304100",NA,"2000"
"32304100",NA,"1999"
"32304239",NA,"2001"
"32304235",NA,"1995"
"32304237",NA,"2003"
"32304239",NA,"2000"
"32304239",NA,"1999"
"32304239",NA,"1998"
"32304239",NA,"1997"
"32304239",NA,"1996"
"32304239",NA,"1995"
"32304239",NA,"1994"
"32304239",NA,"1993"
"32304237",NA,"2007"
"32304237",NA,"2006"
"32304235",NA,"2005"
"32304237",NA,"2004"
"33201215",NA,"2007"
"32304237",NA,"2002"
"32304237",NA,"2001"
"32304237",NA,"2000"
"32304237",NA,"1999"
"32304237",NA,"1998"
"32304237",NA,"1997"
"32304237",NA,"1996"
"32304237",NA,"1995"
"32304237",NA,"1994"
"32304237",NA,"1993"
"32304237",NA,"2005"
"32303290",0.4,"2003"
"323044Z0",NA,"2002"
"32303339",2.29,"1999"
"32303339",2.29,"1998"
"32303339",2.29,"1997"
"32303339",2.29,"1996"
"32303339",2.29,"1995"
"32303339",2.29,"1994"
"32303339",2.29,"1993"
"32303290",0.4,"2007"
"32303290",0.4,"2006"
"32303339",2.29,"2001"
"32303290",0.4,"2004"
"32303339",2.29,"2002"
"32303290",0.4,"2002"
"32303290",0.4,"2001"
"32303290",0.4,"2000"
"32303290",0.4,"1999"
"32303290",0.4,"1998"
"32303290",0.4,"1997"
"32303290",0.4,"1996"
"32303290",0.4,"1995"
"32303290",0.4,"1994"
"32303290",0.4,"1993"
"32303290",0.4,"2005"
"32303350",13.08,"2000"
"32304100",NA,"1996"
"32304100",NA,"1995"
"32304100",NA,"1994"
"32304100",NA,"1993"
"32303370",3.84,"1995"
"32303370",3.84,"1994"
"32303370",3.84,"1993"
"32303350",13.08,"2005"
"32303350",13.08,"2004"
"32303350",13.08,"2003"
"32303339",2.29,"2000"
"32303350",13.08,"2001"
"32304100",NA,"1998"
"32303350",13.08,"1999"
"32303350",13.08,"1998"
"32303350",13.08,"1997"
"32303350",13.08,"1996"
"32303350",13.08,"1995"
"32303350",13.08,"1994"
"32303350",13.08,"1993"
"32303339",2.29,"2005"
"32303339",2.29,"2004"
"32303339",2.29,"2003"
"32303350",13.08,"2002"
"32304370",5.84,"2001"
"32304450",NA,"2000"
"32304450",NA,"1999"
"32304450",NA,"1998"
"32304450",NA,"1995"
"32304450",NA,"1993"
"32304370",5.84,"2007"
"32304370",5.84,"2006"
"32304370",5.84,"2005"
"32304370",5.84,"2004"
"32304359",3.21,"2006"
"32304370",5.84,"2002"
"32304450",NA,"2003"
"32304370",5.84,"2000"
"32304370",5.84,"1999"
"32304370",5.84,"1998"
"32304370",5.84,"1997"
"32304370",5.84,"1996"
"32304370",5.84,"1995"
"32304370",5.84,"1994"
"32304370",5.84,"1993"
"323044Z0",NA,"2000"
"32304359",3.21,"2007"
"32304370",5.84,"2003"
"32304490",0.96,"1998"
"32304239",NA,"2002"
"323044Z0",NA,"1999"
"323044Z0",NA,"1998"
"32304490",0.96,"2007"
"32304490",0.96,"2006"
"32304490",0.96,"2005"
"32304490",0.96,"2004"
"32304490",0.96,"2003"
"32304490",0.96,"2002"
"32304490",0.96,"2001"
"32304450",NA,"2001"
"32304490",0.96,"1999"
"32304450",NA,"2002"
"32304490",0.96,"1997"
"32304490",0.96,"1996"
"32304490",0.96,"1995"
"32304490",0.96,"1994"
"32304490",0.96,"1993"
"32304450",NA,"2007"
"32304450",NA,"2006"
"32304450",NA,"2005"
"32304450",NA,"2004"
"32304450",NA,"1994"
"32304490",0.96,"2000"
"32304270",NA,"1998"
"32304355",NA,"1995"
"32304355",NA,"1994"
"32304355",NA,"1993"
"32304270",NA,"2007"
"32304270",NA,"2006"
"32304270",NA,"2005"
"32304270",NA,"2004"
"32304270",NA,"2003"
"32304270",NA,"2002"
"32304270",NA,"2001"
"32304355",NA,"1996"
"32304270",NA,"1999"
"32304270",NA,"1993"
"32304270",NA,"1997"
"32304270",NA,"1996"
"32304270",NA,"1995"
"32304270",NA,"1994"
"32304359",3.21,"2005"
"32304239",NA,"2007"
"32304450",NA,"1997"
"323044Z0",NA,"2001"
"32304239",NA,"2005"
"32304239",NA,"2004"
"32304239",NA,"2003"
"32304270",NA,"2000"
"32304359",3.21,"1995"
"32304239",NA,"2006"
"32304359",3.21,"2003"
"32304359",3.21,"2002"
"32304359",3.21,"2001"
"32304359",3.21,"2000"
"32304359",3.21,"1999"
"32304359",3.21,"1998"
"32304355",NA,"1997"
"32304359",3.21,"1996"
"32304359",3.21,"2004"
"32304359",3.21,"1994"
"32304359",3.21,"1993"
"32304355",NA,"2000"
"32304355",NA,"1998"
"32304359",3.21,"1997"
"32304355",NA,"1999"
"32304355",NA,"2007"
"32304355",NA,"2001"
"32304355",NA,"2002"
"32304355",NA,"2003"
"32304355",NA,"2004"
"32304355",NA,"2005"
"32304355",NA,"2006"
"32106100",0.003,"2007"
"26123000",0.003,"2009"
"32106100",0.003,"2006"
"32106100",0.003,"2005"
"32106100",0.003,"2004"
"32106100",0.003,"2003"
"32106013",0.003,"2002"
"26123000",0.003,"2008"
"28231200",0.2,"2008"
"28231200",0.2,"2009"
"28252070",0.53,"2008"
"29232070",0.53,"2007"
"29232030",0.53,"2001"
"29232030",0.53,"2002"
"29232030",0.53,"2003"
"29232030",0.53,"2004"
"28252070",0.53,"2009"
"29232030",0.53,"2005"
"29232070",0.53,"1999"
"28252030",0.53,"2009"
"28252030",0.53,"2008"
"29232030",0.53,"2007"
"29232030",0.53,"2006"
"29232070",0.53,"1997"
"29232070",0.53,"2006"
"29232070",0.53,"2001"
"29232070",0.53,"1998"
"29232070",0.53,"2005"
"29232070",0.53,"2004"
"29232070",0.53,"2003"
"29232070",0.53,"2002"
"29232030",0.53,"2000"
"29232030",0.53,"1999"
"29232030",0.53,"1998"
"29232030",0.53,"1997"
"29232030",0.53,"1996"
"29232070",0.53,"1996"
"29232070",0.53,"2000"
"29711530",2.9,"2001"
"29711530",2.9,"2004"
"29711530",2.9,"2003"
"29711530",2.9,"2002"
"29711530",2.9,"1999"
"29711530",2.9,"2000"
"29711530",2.9,"1997"
"29711530",2.9,"1998"
"29711530",2.9,"2005"
"29711530",2.9,"1996"
"32303250",0.9,"1995"
"32303250",0.9,"2006"
"32303250",0.9,"2007"
"32303250",0.9,"2004"
"32303250",0.9,"1994"
"32303250",0.9,"1996"
"32303250",0.9,"1997"
"32303250",0.9,"1998"
"32303250",0.9,"1999"
"32303250",0.9,"2000"
"32303250",0.9,"2001"
"32303250",0.9,"2002"
"32303250",0.9,"2003"
"32303250",0.9,"2005"
"32303250",0.9,"1993"
"28231300",2,"2008"
"28231300",2,"2009"
"30011320",0.2,"1999"
"30011320",0.2,"1998"
"30011320",0.2,"2001"
"30011320",0.2,"2002"
"30011320",0.2,"2003"
"30011320",0.2,"1997"
"30011320",0.2,"1996"
"30011320",0.2,"2000"
"30021755",1.01,"2004"
"30021755",1.01,"1993"
"30021755",1.01,"2007"
"30021755",1.01,"2006"
"30021755",1.01,"2005"
"30021755",1.01,"1997"
"30021755",1.01,"1994"
"30021755",1.01,"1995"
"30021755",1.01,"1996"
"30021755",1.01,"2003"
"30021755",1.01,"1998"
"30021755",1.01,"1999"
"30021755",1.01,"2000"
"30021755",1.01,"2001"
"30021755",1.01,"2002"
"28241180",3.1,"2009"
"29405270",1.77,"2000"
"28241180",3.1,"2008"
"29405270",1.77,"1994"
"29411180",1.77,"2007"
"29405270",1.77,"1995"
"29405270",1.77,"1996"
"29405270",1.77,"1997"
"29405270",1.77,"1998"
"29405270",1.77,"1999"
"29405270",1.77,"1993"
"29405270",1.77,"2002"
"29411180",1.77,"2003"
"29411180",1.77,"2004"
"29411180",1.77,"2005"
"29411180",1.77,"2006"
"29405270",1.77,"2001"
"32302083",NA,"1993"
"32302083",NA,"2000"
"32302083",NA,"1999"
"32302083",NA,"1998"
"32302083",NA,"1997"
"32302083",NA,"1996"
"32302083",NA,"1994"
"26403480",NA,"2009"
"32302045",NA,"2007"
"32302045",NA,"2006"
"32302083",NA,"1995"
"32302045",NA,"2005"
"26403440",NA,"2008"
"32302045",NA,"2001"
"26403480",NA,"2008"
"32302083",NA,"2001"
"32302083",NA,"2002"
"32302083",NA,"2003"
"32302083",NA,"2004"
"32302083",NA,"2005"
"32302083",NA,"2006"
"32302083",NA,"2007"
"26403440",NA,"2009"
"32302045",NA,"1996"
"32302045",NA,"2003"
"32302045",NA,"2004"
"32302045",NA,"1993"
"32302045",NA,"1995"
"32302045",NA,"1997"
"32302045",NA,"1998"
"32302045",NA,"1999"
"32302045",NA,"2000"
"32302045",NA,"2002"
"32302045",NA,"1994"
"29712700",21,"2006"
"29712700",17.3,"1998"
"29712700",16.34,"1993"
"29712700",16.34,"1994"
"27512700",22,"2008"
"29712700",15.9,"1995"
"29712700",16.3,"1996"
"29712700",16.8,"1997"
"29712700",17.7,"1999"
"29712700",18.2,"2000"
"29712700",18.7,"2001"
"29712700",19.1,"2002"
"29712700",20.1,"2004"
"29712700",21.5,"2007"
"27512700",22.4,"2009"
"29712700",19.6,"2003"
"29712700",20.6,"2005"
"29712657",4,"1998"
"29712630",17.2,"2006"
"29712630",17.2,"2005"
"29712630",17.2,"2004"
"29712630",17.2,"2003"
"29712657",4,"1997"
"29712630",17.2,"2001"
"29712653",4,"1995"
"29712630",17.2,"1998"
"29712657",4,"2000"
"29712630",17.2,"1997"
"29712657",4,"2007"
"29712655",4,"2007"
"29712630",17.2,"1996"
"29712630",17.2,"1995"
"29712630",17.2,"1994"
"29712653",4,"1993"
"29712653",4,"1994"
"29712630",17.2,"1999"
"29712655",4,"2004"
"29712655",4,"1997"
"29712657",4,"1996"
"29712655",4,"1996"
"29712630",17.2,"1993"
"29712657",4,"2006"
"29712655",4,"2006"
"29712657",4,"2005"
"29712657",4,"2001"
"29712657",4,"2004"
"29712655",4,"2001"
"29712657",4,"2003"
"29712655",4,"2003"
"29712655",4,"1998"
"29712657",4,"2002"
"29712655",4,"2002"
"29712630",17.2,"2007"
"29712655",4,"2000"
"29712630",17.2,"2000"
"29712655",4,"2005"
"27512630",17.2,"2009"
"29712653",4,"2003"
"29712653",4,"2002"
"29712653",4,"2001"
"29712653",4,"2000"
"29712655",4,"1999"
"29712653",4,"1996"
"29712630",17.2,"2002"
"27512630",17.2,"2008"
"27512650",4,"2008"
"27512650",4,"2009"
"29712653",4,"2004"
"29712653",4,"2005"
"29712653",4,"2006"
"29712653",4,"2007"
"29712657",4,"1999"
"29712653",4,"1997"
"29712653",4,"1998"
"29712653",4,"1999"
"29712833",9,"1999"
"29712833",9,"1998"
"29712833",9,"2006"
"29712833",9,"1996"
"29712833",9,"2005"
"29712833",9,"2004"
"29712833",9,"2002"
"29712895",20.99,"1993"
"29312310",NA,"2015"
"29712890",7.1,"2003"
"29712890",7.1,"2005"
"29712833",9,"2000"
"29712890",7.1,"2006"
"29712833",9,"2001"
"29712833",9,"2007"
"27512833",9,"2009"
"27512833",9,"2008"
"29712890",7.1,"2004"
"29712890",7.1,"1995"
"29712833",9,"1997"
"29712890",7.1,"1994"
"29712890",7.1,"1996"
"29712890",7.1,"1997"
"29712890",7.1,"1998"
"29712890",7.1,"1999"
"29712890",7.1,"2000"
"29712890",7.1,"2001"
"29712890",7.1,"2002"
"29712833",9,"2003"
"29712890",7.1,"1993"
"27512890",7.1,"2008"
"27512890",7.1,"2009"
"29712890",7.1,"2007"
"32302050",NA,"1994"
"32302050",NA,"2002"
"32302050",NA,"2001"
"32302050",NA,"2000"
"32302050",NA,"1999"
"32302050",NA,"1998"
"32302050",NA,"1997"
"32302050",NA,"1996"
"32302050",NA,"2003"
"32302085",NA,"2003"
"32302050",NA,"2007"
"32302085",NA,"2004"
"32302085",NA,"2005"
"32302085",NA,"2006"
"32302050",NA,"1995"
"32302050",NA,"2004"
"32302050",NA,"1993"
"32302050",NA,"2006"
"32302085",NA,"1993"
"32302085",NA,"1994"
"32302085",NA,"1995"
"32302085",NA,"1996"
"32302085",NA,"1997"
"32302085",NA,"2002"
"32302085",NA,"2001"
"32302085",NA,"2007"
"32302085",NA,"2000"
"32302085",NA,"1999"
"32302085",NA,"1998"
"32302050",NA,"2005"
"32303179",0.3,"1998"
"26403100",2.4,"2009"
"32303179",0.3,"1993"
"32303179",0.3,"1994"
"32303179",0.3,"1995"
"32303179",0.3,"1997"
"26403100",2.4,"2008"
"32303179",0.3,"1999"
"32303179",0.3,"2000"
"32303179",0.3,"2001"
"32303179",0.3,"2005"
"32303179",0.3,"2007"
"32303179",0.3,"2003"
"32303179",0.3,"2004"
"32303179",0.3,"2002"
"32303179",0.3,"1996"
"32303179",0.3,"2006"
"32303350",13.08,"2006"
"32303339",2.29,"2006"
"32303370",3.84,"1999"
"32303339",2.29,"2007"
"32303350",13.08,"2007"
"32303370",3.84,"2007"
"32303370",3.84,"2005"
"32303370",3.84,"2000"
"32303370",3.84,"2001"
"32303370",3.84,"2002"
"32303370",3.84,"2003"
"32303370",3.84,"2004"
"32303370",3.84,"1997"
"32303370",3.84,"1996"
"32303370",3.84,"1998"
"32303370",3.84,"2006"
"26403300",2.79,"2008"
"29712430",1.01,"2005"
"29712430",1.01,"2006"
"29712430",1.01,"2004"
"29712430",1.01,"1994"
"29712430",1.01,"1995"
"29712430",1.01,"2007"
"27512430",3.96,"2009"
"29712430",1.01,"1993"
"29712430",1.01,"2003"
"29712430",1.01,"1996"
"29712430",1.01,"2001"
"29712430",1.01,"2000"
"29712430",1.01,"1999"
"29712430",1.01,"1998"
"27512430",3.96,"2008"
"29712430",1.01,"1997"
"29712430",1.01,"2002"
"28993960",51.9,"2008"
"28993960",51.9,"2009"
"29231240",33.72,"2005"
"29231230",26.7,"2000"
"29231220",26.7,"2005"
"29231245",26.7,"2004"
"29231245",26.7,"2003"
"29231245",26.7,"2002"
"29231240",33.72,"2001"
"29231240",33.72,"2006"
"29231220",26.7,"2006"
"29231240",33.72,"2004"
"29231240",33.72,"2003"
"29231240",33.72,"2002"
"29231260",26.7,"2001"
"29231245",26.7,"2005"
"29231220",26.7,"2007"
"29231240",33.72,"2007"
"28251250",26.7,"2008"
"29231230",26.7,"1998"
"29231250",33.72,"2005"
"29231250",33.72,"2006"
"29231250",33.72,"2007"
"28251220",26.7,"2008"
"28251220",26.7,"2009"
"29231250",33.72,"2003"
"28251240",33.72,"2009"
"29231250",33.72,"2002"
"28251250",26.7,"2009"
"28251270",33.72,"2008"
"28251270",33.72,"2009"
"29231220",26.7,"2003"
"29231220",26.7,"2002"
"29231232",33.72,"1994"
"29231231",33.72,"1994"
"28251240",33.72,"2008"
"29231250",33.72,"1993"
"29231230",26.7,"1993"
"29231230",26.7,"1994"
"29231230",26.7,"1995"
"29231230",26.7,"1996"
"29231230",26.7,"1997"
"29231230",26.7,"1999"
"29231250",33.72,"2004"
"29231230",26.7,"2001"
"29231220",26.7,"2004"
"29231250",26.7,"1995"
"29231250",26.7,"1996"
"29231250",26.7,"1997"
"29231250",26.7,"1998"
"29231250",26.7,"1999"
"29231250",26.7,"2000"
"29231250",33.72,"2001"
"29231270",23.83,"1995"
"29231270",33.72,"1997"
"29231333",128,"1998"
"29231333",128,"1996"
"29231270",33.72,"2000"
"29231333",128,"1994"
"29231333",128,"1993"
"29231270",33.72,"2007"
"29231245",26.7,"2007"
"29231270",23.83,"1996"
"29231333",128,"1997"
"29231270",33.72,"2005"
"29231270",33.72,"2004"
"29231270",33.72,"1998"
"29231270",33.72,"2003"
"29231270",33.72,"1999"
"29231270",33.72,"2002"
"29231270",33.72,"2001"
"29231270",33.72,"2006"
"29231333",128,"2007"
"29231270",33.72,"1994"
"29231333",128,"1995"
"29231333",128,"2004"
"29231333",128,"2003"
"29231333",128,"2006"
"29231333",128,"2002"
"29231333",128,"2001"
"29231245",26.7,"2006"
"29231270",33.72,"1993"
"29231333",128,"2000"
"29231333",128,"1999"
"29231333",128,"2005"
"28942250",NA,"2008"
"29542270",NA,"2006"
"29542270",NA,"2007"
"29711370",NA,"1993"
"28942270",NA,"2009"
"28942270",NA,"2008"
"28942250",NA,"2009"
"29711370",NA,"1995"
"29711370",NA,"1997"
"29711370",NA,"1996"
"29711370",NA,"2007"
"29542270",NA,"2002"
"29711370",NA,"1994"
"29542250",NA,"1994"
"29542270",NA,"2003"
"29542250",NA,"2001"
"29542250",NA,"2000"
"29542250",NA,"1999"
"29542250",NA,"1998"
"29542250",NA,"1997"
"29542250",NA,"2003"
"29542250",NA,"1995"
"29542250",NA,"2004"
"29542250",NA,"1993"
"29711370",NA,"2006"
"29711370",NA,"2005"
"29711370",NA,"1999"
"29711370",NA,"2004"
"29711370",NA,"2003"
"29711370",NA,"2002"
"29542250",NA,"1996"
"29542270",NA,"1996"
"29542270",NA,"2004"
"29711370",NA,"2001"
"29711370",NA,"1998"
"29711370",NA,"2000"
"29542270",NA,"2001"
"29542270",NA,"2000"
"29542270",NA,"1999"
"29542250",NA,"2002"
"29542270",NA,"1997"
"29542270",NA,"2005"
"29542270",NA,"1995"
"29542270",NA,"1994"
"29542270",NA,"1993"
"29542250",NA,"2007"
"29542250",NA,"2006"
"29542250",NA,"2005"
"29542270",NA,"1998"
"29712123",4.88,"2001"
"29712123",4.88,"1998"
"29712125",4.88,"1993"
"29712123",4.88,"2006"
"29712123",4.88,"2005"
"29712123",4.88,"2004"
"29712123",4.88,"2003"
"29712125",4.88,"1995"
"29712123",4.88,"2000"
"29712125",4.88,"1996"
"29712123",4.88,"1997"
"29712123",4.88,"1996"
"29712123",4.88,"1995"
"29712123",4.88,"1994"
"29712123",4.88,"1999"
"29712115",4.88,"2007"
"29712123",4.88,"2002"
"29712125",4.88,"2004"
"29712125",4.88,"1994"
"29712125",4.88,"2005"
"29712125",4.88,"2003"
"29712125",4.88,"2002"
"29712125",4.88,"2001"
"29712125",4.88,"2000"
"29712125",4.88,"1999"
"29712125",4.88,"1998"
"29712125",4.88,"1997"
"29712125",4.88,"2006"
"29712113",4.88,"1993"
"29712113",4.88,"1994"
"29712123",4.88,"1993"
"29712115",4.88,"1994"
"29712115",4.88,"1993"
"29712113",4.88,"2007"
"27511150",NA,"2009"
"27511150",NA,"2008"
"29231350",NA,"2007"
"29231340",230,"1998"
"29231390",NA,"2007"
"27511110",69,"2008"
"27511133",NA,"2008"
"27511135",NA,"2008"
"29231335",140,"1998"
"29231340",230,"1997"
"29231340",230,"1996"
"29231335",140,"1996"
"27511170",NA,"2008"
"27511110",69,"2009"
"27511135",NA,"2009"
"27511170",NA,"2009"
"29231340",230,"2007"
"29711133",NA,"2004"
"27511133",NA,"2009"
"29711150",NA,"2002"
"29711170",NA,"1994"
"29711150",NA,"1996"
"29711150",NA,"1997"
"29711150",NA,"1998"
"29711150",NA,"1999"
"29711150",NA,"1994"
"29711150",NA,"2001"
"29711150",NA,"1993"
"29711150",NA,"2003"
"29711150",NA,"2004"
"29711150",NA,"2005"
"29711150",NA,"2006"
"29711150",NA,"2007"
"29711135",NA,"1993"
"29711150",NA,"2000"
"29711135",NA,"2001"
"29711135",NA,"1994"
"29711135",NA,"1995"
"29711135",NA,"1996"
"29711135",NA,"1997"
"29711135",NA,"1998"
"29711150",NA,"1995"
"29711135",NA,"2000"
"29711170",NA,"1995"
"29711135",NA,"2002"
"29711135",NA,"2003"
"29711135",NA,"2004"
"29711135",NA,"2005"
"29711135",NA,"2006"
"29711135",NA,"2007"
"29711135",NA,"1999"
"28251350",NA,"2009"
"29711170",NA,"1993"
"29231335",140,"2000"
"28251390",NA,"2009"
"29231350",NA,"1999"
"29231340",230,"1999"
"29231350",NA,"2000"
"28251390",NA,"2008"
"29231335",140,"2001"
"28251333",128,"2008"
"28251333",128,"2009"
"28251335",140,"2008"
"28251335",140,"2009"
"28251340",230,"2008"
"28251340",230,"2009"
"29231335",140,"1999"
"29711170",NA,"2003"
"29711170",NA,"1996"
"29231335",140,"2007"
"29711170",NA,"1998"
"29711133",NA,"2002"
"29711170",NA,"2000"
"29231340",230,"2000"
"29711170",NA,"2002"
"29711170",NA,"1997"
"29711170",NA,"2004"
"29711170",NA,"2005"
"29711170",NA,"2006"
"29711170",NA,"2007"
"29231350",NA,"2001"
"29231340",230,"2001"
"29711170",NA,"2001"
"29231350",NA,"1998"
"29711110",69,"2000"
"29711110",69,"1999"
"29711110",69,"1998"
"29711110",69,"1997"
"29711110",69,"1996"
"29711110",69,"1994"
"29711110",69,"1993"
"29231335",140,"2005"
"29231350",NA,"2004"
"29711110",69,"2001"
"29231335",140,"2004"
"29711110",69,"1995"
"28251350",NA,"2008"
"29231350",NA,"2003"
"29231340",230,"2003"
"29231335",140,"2003"
"29711133",NA,"2007"
"29711170",NA,"1999"
"29231350",NA,"2002"
"29231340",230,"2002"
"29231335",140,"2002"
"29231340",230,"2004"
"29711133",NA,"1999"
"29711133",NA,"2000"
"29231340",230,"2006"
"29231335",140,"2006"
"29711133",NA,"2003"
"29231350",NA,"2006"
"29711133",NA,"2005"
"29711133",NA,"2006"
"29231340",230,"2005"
"29711110",69,"2002"
"29711133",NA,"2001"
"29231350",NA,"2005"
"29711133",NA,"1994"
"29711110",69,"2003"
"29711110",69,"2004"
"29711110",69,"2005"
"29711110",69,"2006"
"29711110",69,"2007"
"29711133",NA,"1993"
"29711133",NA,"1998"
"29711133",NA,"1995"
"29711133",NA,"1996"
"29711133",NA,"1997"
"29711200",NA,"1999"
"29246000",NA,"2003"
"29711200",NA,"2000"
"29246000",NA,"2004"
"29711200",NA,"2001"
"29711200",NA,"1998"
"29711200",NA,"1997"
"29711200",NA,"1996"
"29711200",NA,"1995"
"29711200",NA,"1993"
"29246000",NA,"2007"
"29246000",NA,"2006"
"29246000",NA,"1997"
"29711200",NA,"1994"
"28295000",NA,"2008"
"29246000",NA,"1993"
"29246000",NA,"2005"
"29246000",NA,"1995"
"29246000",NA,"1996"
"29711200",NA,"2002"
"29711200",NA,"2007"
"29711200",NA,"2006"
"29246000",NA,"1998"
"29246000",NA,"1994"
"28295000",NA,"2009"
"27511200",NA,"2009"
"27511200",NA,"2008"
"29246000",NA,"1999"
"29246000",NA,"2000"
"29711200",NA,"2004"
"29246000",NA,"2001"
"29246000",NA,"2002"
"29711200",NA,"2003"
"29711200",NA,"2005"
"30021430",NA,"2005"
"30012200",NA,"1996"
"30021630",NA,"2005"
"30021430",NA,"1993"
"30021430",NA,"2006"
"30021430",NA,"1994"
"30021430",NA,"1995"
"30021430",NA,"1996"
"30021430",NA,"1997"
"30021430",NA,"1998"
"30021430",NA,"1999"
"30021430",NA,"2000"
"30021430",NA,"2001"
"30021430",NA,"2002"
"30021430",NA,"2003"
"30021430",NA,"2004"
"30021430",NA,"2007"
"30021630",NA,"1996"
"",NA,"2007"
"30021630",NA,"2004"
"30021630",NA,"2003"
"30021630",NA,"2002"
"30021630",NA,"2001"
"30021630",NA,"2000"
"30021630",NA,"1999"
"30021630",NA,"2006"
"30021630",NA,"1997"
"30021402",NA,"1993"
"30021402",NA,"1995"
"30021402",NA,"1994"
"26201640",10.32,"2009"
"26201640",10.32,"2008"
"28232200",NA,"2009"
"28232200",NA,"2008"
"30021630",NA,"1998"
