CN,Unit
45049080,-
46012110,-
46012190,-
46012210,-
46012290,-
46012910,-
46012990,-
46019205,-
46019210,-
46019290,-
46019305,-
46019310,-
46019390,-
46019405,-
46019410,-
46019490,-
46019905,-
46019910,-
46019990,-
46021100,-
46021200,-
46021910,-
46021990,-
46029000,-
47010010,kg 90% sdt
47010090,kg 90% sdt
47020000,kg 90% sdt
47031100,kg 90% sdt
47031900,kg 90% sdt
47032100,kg 90% sdt
47032900,kg 90% sdt
47041100,kg 90% sdt
47041900,kg 90% sdt
47042100,kg 90% sdt
47042900,kg 90% sdt
47050000,kg 90% sdt
47061000,-
47062000,kg 90% sdt
47063000,kg 90% sdt
47069100,kg 90% sdt
47069200,kg 90% sdt
47069300,kg 90% sdt
47071000,-
47072000,-
47073010,-
47073090,-
47079010,-
47079090,-
48010000,-
48021000,-
48022000,-
48024010,-
48024090,-
48025400,-
48025515,-
48025525,-
48025530,-
48025590,-
48025620,-
48025680,-
48025700,-
48025810,-
48025890,-
48026115,-
48026180,-
48026200,-
48026900,-
48030010,-
48030031,-
48030039,-
48030090,-
48041111,-
48041115,-
48041119,-
48041190,-
48041912,-
48041919,-
48041930,-
48041990,-
48042110,-
48042190,-
48042910,-
48042990,-
48043151,-
48043158,-
48043180,-
48043951,-
48043958,-
48043980,-
48044191,-
48044198,-
48044200,-
48044900,-
48045100,-
48045200,-
48045910,-
48045990,-
48051100,-
48051200,-
48051910,-
48051990,-
48052400,-
48052500,-
48053000,-
48054000,-
48055000,-
48059100,-
48059200,-
48059320,-
48059380,-
48061000,-
48062000,-
48063000,-
48064010,-
48064090,-
48070030,-
48070080,-
48081000,-
48084000,-
48089000,-
48092000,-
48099000,-
48101300,-
48101400,-
48101900,-
48102200,-
48102930,-
48102980,-
48103100,-
48103210,-
48103290,-
48103900,-
48109210,-
48109230,-
48109290,-
48109910,-
48109980,-
48111000,-
48114120,-
48114190,-
48114900,-
48115100,-
48115900,-
48116000,-
48119000,-
48120000,-
48131000,-
48132000,-
48139010,-
48139090,-
48142000,-
48149010,-
48149070,-
48162000,-
48169000,-
48171000,-
48172000,-
48173000,-
48181010,-
48181090,-
48182010,-
48182091,-
48182099,-
48183000,-
48185000,-
48189010,-
48189090,-
48191000,-
48192000,-
48193000,-
48194000,-
48195000,-
48196000,-
48201010,-
48201030,-
48201050,-
48201090,-
48202000,-
48203000,-
48204000,-
48205000,-
48209000,-
48211010,-
48211090,-
48219010,-
48219090,-
48221000,-
48229000,-
48232000,-
48234000,-
48236100,-
48236910,-
48236990,-
48237010,-
48237090,-
48239040,-
48239085,-
49011000,-
49019100,-
49019900,-
49021000,-
49029000,-
49030000,-
49040000,-
49051000,-
49059100,-
49059900,-
49060000,-
49070010,-
49070030,-
49070090,-
49081000,-
49089000,-
49090000,-
49100000,-
49111010,-
49111090,-
49119100,-
49119900,-
50010000,-
50020000,-
50030000,-
50040010,-
50040090,-
50050010,-
50050090,-
50060010,-
50060090,-
50071000,m2
50072011,m2
50072019,m2
50072021,m2
50072031,m2
50072039,m2
50072041,m2
50072051,m2
50072059,m2
50072061,m2
50072069,m2
50072071,m2
50079010,m2
50079030,m2
50079050,m2
50079090,m2
51011100,-
51011900,-
51012100,-
51012900,-
51013000,-
51021100,-
51021910,-
51021930,-
51021940,-
51021990,-
51022000,-
51031010,-
51031090,-
51032000,-
51033000,-
51040000,-
51051000,-
51052100,-
51052900,-
51053100,-
51053900,-
51054000,-
51061010,-
51061090,-
51062010,-
51062091,-
51062099,-
51071010,-
51071090,-
51072010,-
51072030,-
51072051,-
51072059,-
51072091,-
51072099,-
51081010,-
51081090,-
51082010,-
51082090,-
51091010,-
51091090,-
51099000,-
51100000,-
51111100,m2
51111900,m2
51112000,m2
51113010,m2
51113080,m2
51119010,m2
51119091,m2
51119098,m2
51121100,m2
51121900,m2
51122000,m2
51123010,m2
51123080,m2
51129010,m2
51129091,m2
51129098,m2
51130000,m2
52010010,-
52010090,-
52021000,-
52029100,-
52029900,-
52030000,-
52041100,-
52041900,-
52042000,-
52051100,-
52051200,-
52051300,-
52051400,-
52051510,-
52051590,-
52052100,-
52052200,-
52052300,-
52052400,-
52052600,-
52052700,-
52052800,-
52053100,-
52053200,-
52053300,-
52053400,-
52053500,-
52054100,-
52054200,-
52054300,-
52054400,-
52054600,-
52054700,-
52054800,-
52061100,-
52061200,-
52061300,-
52061400,-
52061500,-
52062100,-
52062200,-
52062300,-
52062400,-
52062500,-
52063100,-
52063200,-
52063300,-
52063400,-
52063500,-
52064100,-
52064200,-
52064300,-
52064400,-
52064500,-
52071000,-
52079000,-
52081110,m2
52081190,m2
52081216,m2
52081219,m2
52081296,m2
52081299,m2
52081300,m2
52081900,m2
52082110,m2
52082190,m2
52082216,m2
52082219,m2
52082296,m2
52082299,m2
52082300,m2
52082900,m2
52083100,m2
52083216,m2
52083219,m2
52083296,m2
52083299,m2
52083300,m2
52083900,m2
52084100,m2
52084200,m2
52084300,m2
52084900,m2
52085100,m2
52085200,m2
52085910,m2
52085990,m2
52091100,m2
52091200,m2
52091900,m2
52092100,m2
52092200,m2
52092900,m2
52093100,m2
52093200,m2
52093900,m2
52094100,m2
52094200,m2
52094300,m2
52094900,m2
52095100,m2
52095200,m2
52095900,m2
52101100,m2
52101900,m2
52102100,m2
52102900,m2
52103100,m2
52103200,m2
52103900,m2
52104100,m2
52104900,m2
52105100,m2
52105900,m2
52111100,m2
52111200,m2
52111900,m2
52112000,m2
52113100,m2
52113200,m2
52113900,m2
52114100,m2
52114200,m2
52114300,m2
52114910,m2
52114990,m2
52115100,m2
52115200,m2
52115900,m2
52121110,m2
52121190,m2
52121210,m2
52121290,m2
52121310,m2
52121390,m2
52121410,m2
52121490,m2
52121510,m2
52121590,m2
52122110,m2
52122190,m2
52122210,m2
52122290,m2
52122310,m2
52122390,m2
52122410,m2
52122490,m2
52122510,m2
52122590,m2
53011000,-
53012100,-
53012900,-
53013000,-
53021000,-
53029000,-
53031000,-
53039000,-
53050000,-
53061010,-
53061030,-
53061050,-
53061090,-
53062010,-
53062090,-
53071000,-
53072000,-
53081000,-
53082010,-
53082090,-
53089012,-
53089019,-
53089050,-
53089090,-
53091110,m2
53091190,m2
53091900,m2
53092100,m2
53092900,m2
53101010,m2
53101090,m2
53109000,m2
53110010,m2
53110090,m2
54011012,-
54011014,-
54011016,-
54011018,-
54011090,-
54012010,-
54012090,-
54021100,-
54021900,-
54022000,-
54023100,-
54023200,-
54023300,-
54023400,-
54023900,-
54024400,-
54024500,-
54024600,-
54024700,-
54024800,-
54024900,-
54025100,-
54025200,-
54025910,-
54025990,-
54026100,-
54026200,-
54026910,-
54026990,-
54031000,-
54033100,-
54033200,-
54033300,-
54033900,-
54034100,-
54034200,-
54034900,-
54041100,-
54041200,-
54041900,-
54049010,-
54049090,-
54050000,-
54060000,-
54071000,m2
54072011,m2
54072019,m2
54072090,m2
54073000,m2
54074100,m2
54074200,m2
54074300,m2
54074400,m2
54075100,m2
54075200,m2
54075300,m2
54075400,m2
54076110,m2
54076130,m2
54076150,m2
54076190,m2
54076910,m2
54076990,m2
54077100,m2
54077200,m2
54077300,m2
54077400,m2
54078100,m2
54078200,m2
54078300,m2
54078400,m2
54079100,m2
54079200,m2
54079300,m2
54079400,m2
54081000,m2
54082100,m2
54082210,m2
54082290,m2
54082300,m2
54082400,m2
54083100,m2
54083200,m2
54083300,m2
54083400,m2
55011000,-
55012000,-
55013000,-
55014000,-
55019000,-
55020010,-
55020040,-
55020080,-
55031100,-
55031900,-
55032000,-
55033000,-
55034000,-
55039000,-
55041000,-
55049000,-
55051010,-
55051030,-
55051050,-
55051070,-
55051090,-
55052000,-
55061000,-
55062000,-
55063000,-
55069000,-
55070000,-
55081010,-
55081090,-
55082010,-
55082090,-
55091100,-
55091200,-
55092100,-
55092200,-
55093100,-
55093200,-
55094100,-
55094200,-
55095100,-
55095200,-
55095300,-
55095900,-
55096100,-
55096200,-
55096900,-
55099100,-
55099200,-
55099900,-
55101100,-
55101200,-
55102000,-
55103000,-
55109000,-
55111000,-
55112000,-
55113000,-
55121100,m2
55121910,m2
55121990,m2
55122100,m2
55122910,m2
55122990,m2
55129100,m2
55129910,m2
55129990,m2
55131120,m2
55131190,m2
55131200,m2
55131300,m2
55131900,m2
55132100,m2
55132310,m2
55132390,m2
55132900,m2
55133100,m2
55133900,m2
55134100,m2
55134900,m2
55141100,m2
55141200,m2
55141910,m2
55141990,m2
55142100,m2
55142200,m2
55142300,m2
55142900,m2
55143010,m2
55143030,m2
55143050,m2
55143090,m2
55144100,m2
55144200,m2
55144300,m2
55144900,m2
55151110,m2
55151130,m2
55151190,m2
55151210,m2
55151230,m2
55151290,m2
55151311,m2
55151319,m2
55151391,m2
55151399,m2
55151910,m2
55151930,m2
55151990,m2
55152110,m2
55152130,m2
55152190,m2
55152211,m2
55152219,m2
55152291,m2
55152299,m2
55152900,m2
55159110,m2
55159130,m2
55159190,m2
55159920,m2
55159940,m2
55159980,m2
55161100,m2
55161200,m2
55161300,m2
55161400,m2
55162100,m2
55162200,m2
55162310,m2
55162390,m2
55162400,m2
55163100,m2
55163200,m2
55163300,m2
55163400,m2
55164100,m2
55164200,m2
55164300,m2
55164400,m2
55169100,m2
55169200,m2
55169300,m2
55169400,m2
56012110,-
56012190,-
56012210,-
56012290,-
56012900,-
56013000,-
56021011,-
56021019,-
56021031,-
56021038,-
56021090,-
56022100,-
56022900,-
56029000,-
56031110,-
56031190,-
56031210,-
56031290,-
56031310,-
56031390,-
56031410,-
56031490,-
56039110,-
56039190,-
56039210,-
56039290,-
56039310,-
56039390,-
56039410,-
56039490,-
56041000,-
56049010,-
56049090,-
56050000,-
56060010,-
56060091,-
56060099,-
56072100,-
56072900,-
56074100,-
56074911,-
56074919,-
56074990,-
56075011,-
56075019,-
56075030,-
56075090,-
56079020,-
56079090,-
56081120,-
56081180,-
56081911,-
56081919,-
56081930,-
56081990,-
56089000,-
56090000,-
57011010,m2
57011090,m2
57019010,m2
57019090,m2
57021000,m2
57022000,m2
57023110,m2
57023180,m2
57023210,m2
57023290,m2
57023900,m2
57024110,m2
57024190,m2
57024210,m2
57024290,m2
57024900,m2
57025010,m2
57025031,m2
57025039,m2
57025090,m2
57029100,m2
57029210,m2
57029290,m2
57029900,m2
57031000,m2
57032012,m2
57032018,m2
57032092,m2
57032098,m2
57033012,m2
57033018,m2
57033082,m2
57033088,m2
57039020,m2
57039080,m2
57041000,m2
57049000,m2
57050030,m2
57050080,m2
58011000,m2
58012100,m2
58012200,m2
58012300,m2
58012600,m2
58012700,m2
58013100,m2
58013200,m2
58013300,m2
58013600,m2
58013700,m2
58019010,m2
58019090,m2
58021100,m2
58021900,m2
58022000,m2
58023000,m2
58030010,m2
58030030,m2
58030090,m2
58041010,-
58041090,-
58042110,-
58042190,-
58042910,-
58042990,-
58043000,-
58050000,-
58061000,-
58062000,-
58063100,-
58063210,-
58063290,-
58063900,-
58064000,-
58071010,-
58071090,-
58079010,-
58079090,-
58081000,-
58089000,-
58090000,-
58101010,-
58101090,-
58109110,-
58109190,-
58109210,-
58109290,-
58109910,-
58109990,-
58110000,m2
59011000,m2
59019000,m2
59021010,m2
59021090,m2
59022010,m2
59022090,m2
59029010,m2
59029090,m2
59031010,m2
59031090,m2
59032010,m2
59032090,m2
59039010,m2
59039091,m2
59039099,m2
59041000,m2
59049000,m2
59050010,-
59050030,-
59050050,-
59050070,-
59050090,-
59061000,-
59069100,-
59069910,-
59069990,-
59070000,m2
59080000,-
59090010,-
59090090,-
59100000,-
59111000,-
59112000,-
59113111,m2
59113119,-
59113190,-
59113211,m2
59113219,m2
59113290,-
59114000,-
59119010,-
59119090,-
60011000,-
60012100,-
60012200,-
60012900,-
60019100,-
60019200,-
60019900,-
60024000,-
60029000,-
60031000,-
60032000,-
60033010,-
60033090,-
60034000,-
60039000,-
60041000,-
60049000,-
60052100,-
60052200,-
60052300,-
60052400,-
60053110,-
60053150,-
60053190,-
60053210,-
60053250,-
60053290,-
60053310,-
60053350,-
60053390,-
60053410,-
60053450,-
60053490,-
60054100,-
60054200,-
60054300,-
60054400,-
60059010,-
60059090,-
60061000,-
60062100,-
60062200,-
60062300,-
60062400,-
60063110,-
60063190,-
60063210,-
60063290,-
60063310,-
60063390,-
60063410,-
60063490,-
60064100,-
60064200,-
60064300,-
60064400,-
60069000,-
61012010,p/st
61012090,p/st
61013010,p/st
61013090,p/st
61019020,p/st
61019080,p/st
61021010,p/st
61021090,p/st
61022010,p/st
61022090,p/st
61023010,p/st
61023090,p/st
61029010,p/st
61029090,p/st
61031010,p/st
61031090,p/st
61032200,p/st
61032300,p/st
61032900,p/st
61033100,p/st
61033200,p/st
61033300,p/st
61033900,p/st
61034100,p/st
61034200,p/st
61034300,p/st
61034900,p/st
61041300,p/st
61041920,p/st
61041990,p/st
61042200,p/st
61042300,p/st
61042910,p/st
61042990,p/st
61043100,p/st
61043200,p/st
61043300,p/st
61043900,p/st
61044100,p/st
61044200,p/st
61044300,p/st
61044400,p/st
61044900,p/st
61045100,p/st
61045200,p/st
61045300,p/st
61045900,p/st
61046100,p/st
61046200,p/st
61046300,p/st
61046900,p/st
61051000,p/st
61052010,p/st
61052090,p/st
61059010,p/st
61059090,p/st
61061000,p/st
61062000,p/st
61069010,p/st
61069030,p/st
61069050,p/st
61069090,p/st
61071100,p/st
61071200,p/st
61071900,p/st
61072100,p/st
61072200,p/st
61072900,p/st
61079100,p/st
61079900,p/st
61081100,p/st
61081900,p/st
61082100,p/st
61082200,p/st
61082900,p/st
61083100,p/st
61083200,p/st
61083900,p/st
61089100,p/st
61089200,p/st
61089900,p/st
61091000,p/st
61099020,p/st
61099090,p/st
61101110,p/st
61101130,p/st
61101190,p/st
61101210,p/st
61101290,p/st
61101910,p/st
61101990,p/st
61102010,p/st
61102091,p/st
61102099,p/st
61103010,p/st
61103091,p/st
61103099,p/st
61109010,p/st
61109090,p/st
61112010,pa
61112090,-
61113010,pa
61113090,-
61119011,pa
61119019,-
61119090,-
61121100,p/st
61121200,p/st
61121900,p/st
61122000,-
61123110,p/st
61123190,p/st
61123910,p/st
61123990,p/st
61124110,p/st
61124190,p/st
61124910,p/st
61124990,p/st
61130010,-
61130090,-
61142000,-
61143000,-
61149000,-
61151010,pa
61151090,-
61152100,p/st
61152200,p/st
61152900,p/st
61153011,pa
61153019,pa
61153090,pa
61159400,pa
61159500,pa
61159610,pa
61159691,pa
61159699,pa
61159900,pa
61161020,pa
61161080,pa
61169100,pa
61169200,pa
61169300,pa
61169900,pa
61171000,-
61178010,-
61178080,-
61179000,-
62011100,p/st
62011210,p/st
62011290,p/st
62011310,p/st
62011390,p/st
62011900,p/st
62019100,p/st
62019200,p/st
62019300,p/st
62019900,p/st
62021100,p/st
62021210,p/st
62021290,p/st
62021310,p/st
62021390,p/st
62021900,p/st
62029100,p/st
62029200,p/st
62029300,p/st
62029900,p/st
62031100,p/st
62031200,p/st
62031910,p/st
62031930,p/st
62031990,p/st
62032210,p/st
62032280,p/st
62032310,p/st
62032380,p/st
62032911,p/st
62032918,p/st
62032930,p/st
62032990,p/st
62033100,p/st
62033210,p/st
62033290,p/st
62033310,p/st
62033390,p/st
62033911,p/st
62033919,p/st
62033990,p/st
62034110,p/st
62034130,p/st
62034190,p/st
62034211,p/st
62034231,p/st
62034233,p/st
62034235,p/st
62034251,p/st
62034259,p/st
62034290,p/st
62034311,p/st
62034319,p/st
62034331,p/st
62034339,p/st
62034390,p/st
62034911,p/st
62034919,p/st
62034931,p/st
62034939,p/st
62034950,p/st
62034990,p/st
62041100,p/st
62041200,p/st
62041300,p/st
62041910,p/st
62041990,p/st
62042100,p/st
62042210,p/st
62042280,p/st
62042310,p/st
62042380,p/st
62042911,p/st
62042918,p/st
62042990,p/st
62043100,p/st
62043210,p/st
62043290,p/st
62043310,p/st
62043390,p/st
62043911,p/st
62043919,p/st
62043990,p/st
62044100,p/st
62044200,p/st
62044300,p/st
62044400,p/st
62044910,p/st
62044990,p/st
62045100,p/st
62045200,p/st
62045300,p/st
62045910,p/st
62045990,p/st
62046110,p/st
62046185,p/st
62046211,p/st
62046231,p/st
62046233,p/st
62046239,p/st
62046251,p/st
62046259,p/st
62046290,p/st
62046311,p/st
62046318,p/st
62046331,p/st
62046339,p/st
62046390,p/st
62046911,p/st
62046918,p/st
62046931,p/st
62046939,p/st
62046950,p/st
62046990,p/st
62052000,p/st
62053000,p/st
62059010,p/st
62059080,p/st
62061000,p/st
62062000,p/st
62063000,p/st
62064000,p/st
62069010,p/st
62069090,p/st
62071100,p/st
62071900,p/st
62072100,p/st
62072200,p/st
62072900,p/st
62079100,-
62079910,-
62079990,-
62081100,p/st
62081900,p/st
62082100,p/st
62082200,p/st
62082900,p/st
62089100,-
62089200,-
62089900,-
62092000,-
62093000,-
62099010,-
62099090,-
62101010,-
62101092,-
62101098,-
62102000,p/st
62103000,p/st
62104000,-
62105000,-
62111100,p/st
62111200,p/st
62112000,p/st
62113210,-
62113231,p/st
62113241,p/st
62113242,p/st
62113290,-
62113310,-
62113331,p/st
62113341,p/st
62113342,p/st
62113390,-
62113900,-
62114210,-
62114231,p/st
62114241,p/st
62114242,p/st
62114290,-
62114310,-
62114331,p/st
62114341,p/st
62114342,p/st
62114390,-
62114900,-
62121010,p/st
62121090,p/st
62122000,p/st
62123000,p/st
62129000,-
62132000,p/st
62139000,p/st
62141000,p/st
62142000,p/st
62143000,p/st
62144000,p/st
62149000,p/st
62151000,p/st
62152000,p/st
62159000,p/st
62160000,pa
62171000,-
62179000,-
63011000,p/st
63012010,p/st
63012090,p/st
63013010,p/st
63013090,p/st
63014010,p/st
63014090,p/st
63019010,p/st
63019090,p/st
63021000,-
63022100,-
63022210,-
63022290,-
63022910,-
63022990,-
63023100,-
63023210,-
63023290,-
63023920,-
63023990,-
63024000,-
63025100,-
63025310,-
63025390,-
63025910,-
63025990,-
63026000,-
63029100,-
63029310,-
63029390,-
63029910,-
63029990,-
63031200,m2
63031900,m2
63039100,m2
63039210,m2
63039290,m2
63039910,m2
63039990,m2
63041100,p/st
63041910,p/st
63041930,p/st
63041990,p/st
63049100,-
63049200,-
63049300,-
63049900,-
63051010,-
63051090,-
63052000,-
63053211,-
63053219,-
63053290,-
63053310,-
63053390,-
63053900,-
63059000,-
63061200,-
63061900,-
63062200,-
63062900,-
63063000,-
63064000,p/st
63069000,-
63071010,-
63071030,-
63071090,-
63072000,-
63079010,-
63079091,-
63079092,-
63079098,-
63080000,-
63090000,-
63101000,-
63109000,-
64011000,pa
64019210,pa
64019290,pa
64019900,pa
64021210,pa
64021290,pa
64021900,pa
64022000,pa
64029110,pa
64029190,pa
64029905,pa
64029910,pa
64029931,pa
64029939,pa
64029950,pa
64029991,pa
64029993,pa
64029996,pa
64029998,pa
64031200,pa
64031900,pa
64032000,pa
64034000,pa
64035105,pa
64035111,pa
64035115,pa
64035119,pa
64035191,pa
64035195,pa
64035199,pa
64035905,pa
64035911,pa
64035931,pa
64035935,pa
64035939,pa
64035950,pa
64035991,pa
64035995,pa
64035999,pa
64039105,pa
64039111,pa
64039113,pa
64039116,pa
64039118,pa
64039191,pa
64039193,pa
64039196,pa
64039198,pa
64039905,pa
64039911,pa
64039931,pa
64039933,pa
64039936,pa
64039938,pa
64039950,pa
64039991,pa
64039993,pa
64039996,pa
64039998,pa
64041100,pa
64041910,pa
64041990,pa
64042010,pa
64042090,pa
64051000,pa
64052010,pa
64052091,pa
64052099,pa
64059010,pa
64059090,pa
64061010,-
64061090,-
64062010,-
64062090,-
64069030,pa
64069050,-
64069060,-
64069090,-
65010000,p/st
65020000,p/st
65040000,p/st
65050010,p/st
65050030,p/st
65050090,-
65061010,p/st
65061080,p/st
65069100,p/st
65069910,p/st
65069990,p/st
65070000,-
66011000,p/st
66019100,p/st
66019920,p/st
66019990,p/st
66020000,-
66032000,-
66039010,-
66039090,-
67010000,-
67021000,-
67029000,-
67030000,-
67041100,-
67041900,-
67042000,-
67049000,-
68010000,-
68021000,-
68022100,-
68022300,-
68022900,-
68029100,-
68029200,-
68029310,-
68029390,-
68029910,-
68029990,-
68030010,-
68030090,-
68041000,-
68042100,-
68042212,-
68042218,-
68042230,-
68042250,-
68042290,-
68042300,-
68043000,-
68051000,-
68052000,-
68053000,-
68061000,-
68062010,-
68062090,-
68069000,-
68071000,m2
68079000,-
68080000,-
68091100,m2
68091900,m2
68099000,-
68101110,-
68101190,-
68101900,-
68109100,-
68109900,-
68114000,-
68118100,-
68118200,-
68118900,-
68128010,-
68128090,-
68129100,-
68129200,-
68129300,-
68129910,-
68129990,-
68132000,-
68138100,-
68138900,-
68141000,-
68149000,-
68151010,-
68151090,-
68152000,-
68159100,-
68159900,-
69010000,-
69021000,-
69022010,-
69022091,-
69022099,-
69029000,-
69031000,-
69032010,-
69032090,-
69039010,-
69039090,-
69041000,p/st
69049000,-
69051000,p/st
69059000,-
69060000,-
69071000,m2
69079020,m2
69079080,m2
69081000,m2
69089011,m2
69089020,m2
69089031,m2
69089051,m2
69089091,m2
69089093,m2
69089099,m2
69091100,-
69091200,-
69091900,-
69099000,-
69101000,-
69109000,-
69111000,-
69119000,-
69120021,-
69120023,-
69120025,-
69120029,-
69120081,-
69120083,-
69120085,-
69120089,-
69131000,-
69139010,-
69139093,-
69139098,-
69141000,-
69149000,-
70010010,-
70010091,-
70010099,-
70021000,-
70022010,-
70022090,-
70023100,-
70023200,-
70023900,-
70031210,m2
70031291,m2
70031299,m2
70031910,m2
70031990,m2
70032000,m2
70033000,-
70042010,m2
70042091,m2
70042099,m2
70049010,m2
70049080,m2
70051005,m2
70051025,m2
70051030,m2
70051080,m2
70052125,m2
70052130,m2
70052180,m2
70052925,m2
70052935,m2
70052980,m2
70053000,m2
70060010,-
70060090,-
70071110,-
70071190,-
70071910,m2
70071920,m2
70071980,m2
70072120,-
70072180,-
70072900,m2
70080020,m2
70080081,m2
70080089,m2
70091000,p/st
70099100,-
70099200,-
70101000,p/st
70102000,-
70109010,p/st
70109021,p/st
70109031,p/st
70109041,p/st
70109043,p/st
70109045,p/st
70109047,p/st
70109051,p/st
70109053,p/st
70109055,p/st
70109057,p/st
70109061,p/st
70109067,p/st
70109071,p/st
70109079,p/st
70109091,p/st
70109099,p/st
70111000,-
70112000,-
70119000,-
70131000,p/st
70132210,p/st
70132290,p/st
70132810,p/st
70132890,p/st
70133311,p/st
70133319,p/st
70133391,p/st
70133399,p/st
70133710,p/st
70133751,p/st
70133759,p/st
70133791,p/st
70133799,p/st
70134110,p/st
70134190,p/st
70134200,p/st
70134910,p/st
70134991,p/st
70134999,p/st
70139110,p/st
70139190,p/st
70139900,p/st
70140000,-
70151000,-
70159000,-
70161000,-
70169010,m2
70169040,-
70169070,-
70171000,-
70172000,-
70179000,-
70181011,-
70181019,-
70181030,-
70181051,-
70181059,-
70181090,-
70182000,-
70189010,-
70189090,-
70191100,-
70191200,-
70191910,-
70191990,-
70193100,-
70193200,-
70193900,-
70194000,-
70195100,-
70195200,-
70195900,-
70199000,-
70200005,-
70200007,-
70200008,-
70200010,-
70200030,-
70200080,-
71011000,g
71012100,g
71012200,g
71021000,c/k
71022100,c/k
71022900,c/k
71023100,c/k
71023900,c/k
71031000,-
71039100,g
71039900,g
71041000,g
71042000,g
71049000,g
71051000,g
71059000,g
71061000,g
71069100,g
71069200,g
71070000,-
71081100,g
71081200,g
71081310,g
71081380,g
71082000,g
71090000,-
71101100,g
71101910,g
71101980,g
71102100,g
71102900,g
71103100,g
71103900,g
71104100,g
71104900,g
71110000,-
71123000,-
71129100,-
71129200,-
71129900,-
71131100,g
71131900,g
71132000,-
71141100,g
71141900,g
71142000,-
71151000,-
71159000,-
71161000,g
71162011,g
71162080,g
71171100,-
71171900,-
71179000,-
71181000,g
71189000,g
72011011,-
72011019,-
72011030,-
72011090,-
72012000,-
72015010,-
72015090,-
72021120,-
72021180,-
72021900,-
72022100,-
72022910,-
72022990,-
72023000,-
72024110,-
72024190,-
72024910,-
72024950,-
72024990,-
72025000,-
72026000,-
72027000,-
72028000,-
72029100,-
72029200,-
72029300,-
72029910,-
72029930,-
72029980,-
72031000,-
72039000,-
72041000,-
72042110,-
72042190,-
72042900,-
72043000,-
72044110,-
72044191,-
72044199,-
72044910,-
72044930,-
72044990,-
72045000,-
72051000,-
72052100,-
72052900,-
72061000,-
72069000,-
72071111,-
72071114,-
72071116,-
72071190,-
72071210,-
72071290,-
72071912,-
72071919,-
72071980,-
72072011,-
72072015,-
72072017,-
72072019,-
72072032,-
72072039,-
72072052,-
72072059,-
72072080,-
72081000,-
72082500,-
72082600,-
72082700,-
72083600,-
72083700,-
72083800,-
72083900,-
72084000,-
72085120,-
72085191,-
72085198,-
72085210,-
72085291,-
72085299,-
72085310,-
72085390,-
72085400,-
72089020,-
72089080,-
72091500,-
72091610,-
72091690,-
72091710,-
72091790,-
72091810,-
72091891,-
72091899,-
72092500,-
72092610,-
72092690,-
72092710,-
72092790,-
72092810,-
72092890,-
72099020,-
72099080,-
72101100,-
72101220,-
72101280,-
72102000,-
72103000,-
72104100,-
72104900,-
72105000,-
72106100,-
72106900,-
72107010,-
72107080,-
72109030,-
72109040,-
72109080,-
72111300,-
72111400,-
72111900,-
72112320,-
72112330,-
72112380,-
72112900,-
72119020,-
72119080,-
72121010,-
72121090,-
72122000,-
72123000,-
72124020,-
72124080,-
72125020,-
72125030,-
72125040,-
72125061,-
72125069,-
72125090,-
72126000,-
72131000,-
72132000,-
72139110,-
72139120,-
72139141,-
72139149,-
72139170,-
72139190,-
72139910,-
72139990,-
72141000,-
72142000,-
72143000,-
72149110,-
72149190,-
72149910,-
72149931,-
72149939,-
72149950,-
72149971,-
72149979,-
72149995,-
72151000,-
72155011,-
72155019,-
72155080,-
72159000,-
72161000,-
72162100,-
72162200,-
72163110,-
72163190,-
72163211,-
72163219,-
72163291,-
72163299,-
72163310,-
72163390,-
72164010,-
72164090,-
72165010,-
72165091,-
72165099,-
72166110,-
72166190,-
72166900,-
72169110,-
72169180,-
72169900,-
72171010,-
72171031,-
72171039,-
72171050,-
72171090,-
72172010,-
72172030,-
72172050,-
72172090,-
72173041,-
72173049,-
72173050,-
72173090,-
72179020,-
72179050,-
72179090,-
72181000,-
72189110,-
72189180,-
72189911,-
72189919,-
72189920,-
72189980,-
72191100,-
72191210,-
72191290,-
72191310,-
72191390,-
72191410,-
72191490,-
72192110,-
72192190,-
72192210,-
72192290,-
72192300,-
72192400,-
72193100,-
72193210,-
72193290,-
72193310,-
72193390,-
72193410,-
72193490,-
72193510,-
72193590,-
72199020,-
72199080,-
72201100,-
72201200,-
72202021,-
72202029,-
72202041,-
72202049,-
72202081,-
72202089,-
72209020,-
72209080,-
72210010,-
72210090,-
72221111,-
72221119,-
72221181,-
72221189,-
72221910,-
72221990,-
72222011,-
72222019,-
72222021,-
72222029,-
72222031,-
72222039,-
72222081,-
72222089,-
72223051,-
72223091,-
72223097,-
72224010,-
72224050,-
72224090,-
72230011,-
72230019,-
72230091,-
72230099,-
72241010,-
72241090,-
72249002,-
72249003,-
72249005,-
72249007,-
72249014,-
72249018,-
72249031,-
72249038,-
72249090,-
72251100,-
72251910,-
72251990,-
72253010,-
72253030,-
72253090,-
72254012,-
72254015,-
72254040,-
72254060,-
72254090,-
72255020,-
72255080,-
72259100,-
72259200,-
72259900,-
72261100,-
72261910,-
72261980,-
72262000,-
72269120,-
72269191,-
72269199,-
72269200,-
72269910,-
72269930,-
72269970,-
72271000,-
72272000,-
72279010,-
72279050,-
72279095,-
72281020,-
72281050,-
72281090,-
72282010,-
72282091,-
72282099,-
72283020,-
72283041,-
72283049,-
72283061,-
72283069,-
72283070,-
72283089,-
72284010,-
72284090,-
72285020,-
72285040,-
72285061,-
